tconst	parent_tconst	ssnNum	epNum	runTime
tt1632015	tt0460649	5	22	30
tt1634626	tt1355642	1	53	30
tt1639964	tt1355642	1	54	30
tt1640994	tt0460649	5	23	30
tt1643650	tt1355642	1	55	30
tt1647872	tt1355642	1	56	30
tt1648494	tt0460649	5	24	30
tt1651583	tt1355642	1	57	30
tt1656322	tt1355642	1	58	30
tt1659862	tt1355642	1	59	30
tt1663961	tt1355642	1	60	30
tt1664529	tt1475582	1	2	89
tt1664530	tt1475582	1	3	89
tt1665071	tt1475582	1	1	88
tt1667948	tt1355642	1	61	30
tt1673082	tt1355642	1	62	30
tt1675927	tt1355642	1	63	30
tt1680453	tt1355642	1	64	30
tt1701804	tt0460649	6	1	22
tt1713733	tt0460649	6	2	30
tt17174776	tt7826376	2	4	31
tt17174874	tt7826376	2	5	33
tt17174910	tt7826376	2	6	27
tt1723669	tt0460649	6	3	30
tt1733369	tt0460649	6	4	30
tt1737327	tt0460649	6	5	60
tt1737328	tt0460649	6	6	30
tt1746026	tt0460649	6	7	30
tt17493244	tt4288182	4	10	35
tt1757176	tt0460649	6	8	22
tt1763611	tt0460649	6	9	30
tt1777828	tt0460649	6	10	22
tt1778997	tt0460649	6	12	30
tt1779155	tt0460649	6	11	30
tt1795956	tt0460649	6	14	22
tt1795957	tt0460649	6	15	30
tt1795958	tt0460649	6	16	30
tt1795959	tt0460649	6	17	22
tt1795960	tt0460649	6	18	22
tt1795961	tt0460649	6	19	22
tt1795962	tt0460649	6	20	22
tt1795963	tt0460649	6	21	22
tt1795964	tt0460649	6	22	21
tt1795965	tt0460649	6	23	21
tt1795966	tt0460649	6	24	21
tt1795967	tt0460649	6	13	30
tt1815240	tt1475582	1	0	55
tt18271344	tt9140554	2	3	
tt18271346	tt9140554	2	2	
tt18271348	tt9140554	2	4	
tt18271350	tt9140554	2	5	
tt18271352	tt9140554	2	6	
tt1942612	tt1475582	2	1	89
tt1942613	tt1475582	2	2	88
tt1942614	tt1475582	2	3	88
tt1982341	tt0460649	7	1	22
tt20214744	tt7826376	3	1	
tt2039807	tt0460649	7	2	22
tt2049132	tt0460649	7	3	22
tt2049980	tt0460649	7	4	22
tt2071800	tt0460649	7	5	21
tt2072524	tt0460649	7	6	22
tt2072525	tt0460649	7	7	22
tt2072526	tt0460649	7	8	22
tt2094413	tt0460649	7	9	22
tt2102769	tt0460649	7	10	22
tt2108075	tt0460649	7	11	22
tt2121966	tt0460649	7	12	22
tt21335934	tt10233448	2	1	26
tt21435086	tt4288182	4	9	33
tt2157457	tt0460649	7	14	21
tt2157459	tt0460649	7	13	22
tt2189771	tt1475582	3	1	88
tt21912342	tt11198330	2	1	
tt2212411	tt0460649	7	17	22
tt2216757	tt0460649	7	15	20
tt2216759	tt0460649	7	16	22
tt2247489	tt0460649	7	18	22
tt2252518	tt0460649	8	1	22
tt2265943	tt0460649	7	19	22
tt2336905	tt0460649	7	20	21
tt2346207	tt0460649	7	21	22
tt2376741	tt0460649	7	22	22
tt2376743	tt0460649	7	23	21
tt2376745	tt0460649	7	24	22
tt2414774	tt0460649	8	2	22
tt2428796	tt0460649	8	4	22
tt2428798	tt0460649	8	3	22
tt2445770	tt0460649	8	8	22
tt2460610	tt0460649	8	5	22
tt2460618	tt0460649	8	6	22
tt2460620	tt0460649	8	7	22
tt2466704	tt0460649	8	9	22
tt2547538	tt0460649	8	10	22
tt2556002	tt0460649	8	11	21
tt2556008	tt0460649	8	12	22
tt2569148	tt0460649	8	13	20
tt25754350	tt13443470	2	1	
tt26081824	tt10233448	2	2	26
tt2630114	tt0460649	8	14	22
tt26349123	tt10233448	2	3	26
tt26349130	tt10233448	2	4	26
tt26349151	tt10233448	2	5	26
tt26349159	tt10233448	2	6	26
tt26420382	tt10233448	2	7	26
tt26420383	tt10233448	2	8	26
tt26420417	tt10233448	2	9	26
tt26420418	tt10233448	2	10	26
tt26420419	tt10233448	2	11	26
tt26420423	tt10233448	2	12	26
tt26422238	tt10233448	2	13	26
tt26422240	tt10233448	2	14	26
tt26422254	tt10233448	2	15	26
tt26422257	tt10233448	2	16	26
tt26432195	tt10233448	2	17	26
tt26433878	tt10233448	2	18	26
tt26469967	tt3581920	2	1	
tt2654452	tt0460649	8	15	22
tt2668726	tt0460649	8	18	22
tt2676388	tt0460649	8	16	22
tt2712100	tt0460649	8	17	22
tt2733014	tt0460649	8	20	22
tt2777232	tt0460649	8	19	22
tt2781042	tt1475582	3	2	86
tt2781046	tt1475582	3	3	89
tt2795770	tt0460649	8	23	22
tt2802532	tt0460649	9	1	21
tt2815916	tt0460649	8	21	21
tt2847436	tt0460649	8	22	22
tt2861788	tt0460649	8	24	22
tt3040972	tt0460649	9	2	21
tt3040980	tt0460649	9	3	22
tt3113690	tt0460649	9	4	22
tt3212666	tt0460649	9	5	22
tt3247720	tt0460649	9	9	22
tt3268352	tt0460649	9	6	22
tt3268354	tt0460649	9	7	22
tt3268356	tt0460649	9	8	22
tt3317356	tt0460649	9	10	22
tt3331436	tt0460649	9	11	21
tt3353092	tt0460649	9	12	20
tt3359400	tt0460649	9	14	22
tt3381878	tt1475582	3	0	7
tt3382270	tt0460649	9	13	21
tt3390680	tt0460649	9	15	22
tt3390684	tt0460649	9	16	23
tt3415286	tt0460649	9	17	22
tt3415288	tt0460649	9	18	21
tt3415292	tt0460649	9	19	22
tt3415296	tt0460649	9	20	22
tt3415298	tt0460649	9	21	22
tt3415300	tt0460649	9	22	22
tt3415302	tt0460649	9	23	22
tt3415304	tt0460649	9	24	22
tt3538760	tt1475582	4	1	88
tt3845232	tt1475582	4	0	89
tt3845888	tt1475582	4	2	89
tt3845892	tt1475582	4	3	89
tt5325276	tt5249462	1	1	22
tt5342622	tt5249462	1	2	22
tt5360092	tt5249462	1	3	22
tt5360094	tt5249462	1	4	22
tt5360096	tt5249462	1	5	22
tt5360098	tt5249462	1	6	22
tt5360104	tt5249462	1	7	22
tt5360106	tt5249462	1	8	22
tt5360110	tt5249462	1	9	22
tt5360112	tt5249462	1	10	22
tt5360114	tt5249462	1	11	22
tt5360118	tt5249462	1	12	22
tt5689816	tt4288182	1	1	27
tt5689976	tt4288182	1	2	23
tt5689986	tt4288182	1	3	27
tt5689992	tt4288182	1	4	24
tt5691444	tt4288182	1	5	23
tt5699790	tt4288182	1	7	24
tt5711660	tt4288182	1	6	27
tt5721504	tt4288182	1	8	27
tt5776870	tt4288182	1	10	27
tt5827942	tt0417299	1	0	15
tt5853556	tt4288182	1	9	26
tt5970182	tt5057054	1	1	64
tt5972924	tt5057054	1	2	45
tt5973870	tt5057054	1	3	51
tt5973872	tt5057054	1	4	43
tt5980366	tt5057054	1	5	49
tt5980368	tt5057054	1	6	56
tt5982092	tt5057054	1	7	47
tt5982096	tt5057054	1	8	43
tt6113298	tt4288182	2	1	29
tt7228252	tt1355642	0	0	
tt7228256	tt1355642	0	0	
tt7228258	tt1355642	0	0	
tt7228262	tt1355642	0	0	
tt7403926	tt4288182	2	3	25
tt7550700	tt4288182	2	2	23
tt7599684	tt4288182	2	5	24
tt7604296	tt4288182	2	8	27
tt7625832	tt4288182	2	7	26
tt7629358	tt4288182	2	6	35
tt7631468	tt4288182	2	4	25
tt7709702	tt4288182	2	9	31
tt7709816	tt4288182	2	10	26
tt7724458	tt4288182	2	11	30
tt8327754	tt5057054	2	1	58
tt8327758	tt5057054	2	3	45
tt8327788	tt5057054	2	2	54
tt8327792	tt5057054	2	4	42
tt8327794	tt5057054	2	5	41
tt8327804	tt5057054	2	7	42
tt8327808	tt5057054	2	8	45
tt8327810	tt5057054	2	6	40
tt8544114	tt4288182	3	1	37
tt8544116	tt4288182	3	2	33
tt8544120	tt4288182	3	3	36
tt8544122	tt4288182	3	4	36
tt8544124	tt4288182	3	5	32
tt8544126	tt4288182	3	6	32
tt8544128	tt4288182	3	7	33
tt8544130	tt4288182	3	8	32
tt8544132	tt4288182	3	10	36
tt8544134	tt4288182	3	9	29
tt9072146	tt7826376	1	1	46
tt9072148	tt7826376	1	2	30
tt9072150	tt7826376	1	3	27
tt9072152	tt7826376	1	4	25
tt9072154	tt7826376	1	5	28
tt9072156	tt7826376	1	6	30
tt9072158	tt7826376	1	7	26
tt9072160	tt7826376	1	8	28
tt9072162	tt7826376	1	9	32
tt9072164	tt7826376	1	10	24
tt9826514	tt5057054	3	1	65
