tconst	ordering	nconst	category	job	characters
tt6964076	1	nm0667556	archive_footage		"[""Self""]"
tt6964076	3	nm3819359	self		"[""Self""]"
tt6964076	4	nm0004881	self		"[""Self""]"
tt6964076	5	nm0000165	director		
tt6964076	9	nm0004976	producer	producer	
tt6966692	1	nm0001557	actor		"[""Tony Lip""]"
tt6966692	2	nm0991810	actor		"[""Dr. Donald Shirley""]"
tt6966692	3	nm0004802	actor		"[""Dolores""]"
tt6966692	4	nm1724319	actor		"[""Johnny Venere""]"
tt6966692	5	nm0268380	director		
tt6966692	7	nm0192942	writer	written by	
tt6972140	1	nm0451234	actor		"[""Dev Kaushal""]"
tt6972140	2	nm4112854	actor		"[""Reena""]"
tt6972140	3	nm0007107	actor		"[""Mili (dancer in bewafa beauty song)""]"
tt6972140	4	nm0244890	actor		"[""Dolly Verma""]"
tt6972140	8	nm11405540	producer	producer	
tt6972140	9	nm1024685	producer	producer	
tt6977240	1	nm0000680	actor		"[""Johnny Rico""]"
tt6977240	2	nm0000539	actor		"[""Dizzy Flores""]"
tt6977240	4	nm0233381	actor		"[""Carl Jenkins""]"
tt6977240	5	nm0032925	director		
tt6977338	10	nm1015867	composer		
tt6977338	1	nm5016878	actor		"[""Max""]"
tt6977338	2	nm5470093	actor		"[""Lucas""]"
tt6977338	4	nm1094137	actor		"[""Hannah""]"
tt6977338	5	nm1969144	director		
tt6977338	7	nm1698571	producer	producer	
tt6977338	8	nm0736622	producer	producer	
tt6977726	10	nm2601603	producer	producer	
tt6977726	1	nm0000616	actor		"[""Maxwell Stern""]"
tt6977726	3	nm0184392	actor		"[""Vice President John Phillips""]"
tt6977726	4	nm0383533	actor		"[""Liz sterling""]"
tt6980546	10	nm1196042	composer		
tt6980546	1	nm1121870	actor		"[""Bharath""]"
tt6980546	2	nm6442009	actor		"[""Vasumathi""]"
tt6980546	3	nm0695177	actor		"[""Varadarajulu""]"
tt6980546	4	nm0764877	actor		"[""Raghavulu""]"
tt6980546	5	nm2270180	director		
tt6980546	9	nm2355581	producer	producer	
tt6987770	1	nm0000213	actor		"[""Lindsay""]"
tt6987770	2	nm0000206	actor		"[""Frank""]"
tt6987770	3	nm8329660	actor		"[""Bride""]"
tt6987770	5	nm0505741	director		
tt6987770	9	nm0743919	composer		
tt6988116	1	nm1017633	actor		"[""Roop""]"
tt6988116	2	nm6442009	actor		"[""Lajjo""]"
tt6988116	3	nm0004569	actor		"[""Balraj Chaudhry""]"
tt6988116	4	nm5305841	actor		"[""(Dancer in the song 'Aira Gera')""]"
tt6988116	7	nm4990507	writer	dialogue	
tt6988116	9	nm0424103	producer	producer	
tt6998518	1	nm0000115	actor		"[""Red Miller""]"
tt6998518	2	nm2057859	actor		"[""Mandy Bloom""]"
tt6998518	3	nm0730070	actor		"[""Jeremiah Sand""]"
tt6998518	4	nm0219329	actor		"[""Brother Swan""]"
tt6998562	1	nm2132667	actor		
tt6998562	3	nm0621937	actor		"[""Peter S Kumar""]"
tt7008872	10	nm1880996	cinematographer	director of photography	
tt7008872	1	nm2348627	actor		"[""Jared Eamons""]"
tt7008872	2	nm0000173	actor		"[""Nancy Eamons""]"
tt7008872	3	nm0249291	actor		"[""Victor Sykes""]"
tt7008872	4	nm0000128	actor		"[""Marshall Eamons""]"
tt7008872	6	nm0326512	producer	producer	
tt7014356	10	nm0005678	cinematographer		
tt7014356	1	nm0746125	actor		"[""Tsar Nicholas""]"
tt7014356	2	nm6917958	actor		"[""Anastasia""]"
tt7014356	3	nm0614220	actor		"[""Yara the Enchantress""]"
tt7014356	4	nm6403233	actor		"[""Megan""]"
tt7017502	1	nm4554428	actor		"[""Fernando""]"
tt7017502	2	nm0001579	actor		"[""Balthazar""]"
tt7017502	3	nm4003168	actor		"[""Lia""]"
tt7017502	4	nm0877270	actor		"[""Lou""]"
tt7017502	5	nm0201524	director		
tt7017502	6	nm2643660	writer		
tt7019812	1	nm1333687	actor		"[""Raghuvaran B.E""]"
tt7019812	2	nm0004418	actor		"[""Vasundhara""]"
tt7019812	3	nm3898762	actor		"[""Shalini""]"
tt7019812	4	nm0900266	actor		"[""Azhagu Sundaram""]"
tt7019812	5	nm1983400	director		
tt7019812	6	nm3251890	writer	hindi dialogue	
tt7019820	1	nm4792434	actor		"[""Arivu""]"
tt7019820	2	nm1335704	actor		"[""Aadhi""]"
tt7019820	3	nm1521381	actor		"[""Mrinalini""]"
tt7019820	4	nm0695177	actor		"[""Kasi""]"
tt7019820	5	nm1001345	director		
tt7025976	10	nm0874351	composer		
tt7025976	1	nm0001993	actor		"[""François Vidocq""]"
tt7025976	2	nm0156228	actor		"[""Henry""]"
tt7025976	3	nm0225944	actor		"[""Nathanaël""]"
tt7025976	4	nm1385871	actor		"[""La Baronne""]"
tt7025976	5	nm0724938	director		
tt7025976	6	nm0078704	writer	adaptation	
tt7025976	9	nm0001937	composer		
tt7027278	10	nm3032664	composer		
tt7027278	1	nm3818286	actor		"[""Mansoor Khan""]"
tt7027278	2	nm9071083	actor		"[""Mandakini aka Mukku""]"
tt7027278	3	nm0080232	actor		"[""Briraaj""]"
tt7027278	5	nm0438461	director		
tt7027278	6	nm2837117	writer	story	
tt7027278	8	nm0780098	producer	producer	
tt7036540	1	nm0184392	actor		"[""John Sonsay""]"
tt7036540	2	nm0005162	actor		"[""Dr. Salvatore Reno""]"
tt7036540	3	nm0000616	actor		"[""Lonnie""]"
tt7036540	4	nm0223213	actor		"[""Detective Randi Toney""]"
tt7036540	7	nm1105671	composer		
tt7038516	10	nm0528718	self		"[""Self""]"
tt7038516	1	nm0131974	self		"[""Self""]"
tt7038516	2	nm0000347	archive_footage		"[""Self""]"
tt7038516	3	nm0244956	self		"[""Self""]"
tt7038516	4	nm0420747	self		"[""Self""]"
tt7038516	5	nm2442226	director		
tt7038516	6	nm0710957	composer		
tt7038516	8	nm0469552	self		"[""Self""]"
tt7038516	9	nm0000502	archive_footage		"[""Self""]"
tt7039854	3	nm2270922	actor		
tt7039854	4	nm0149816	actor		
tt7042862	1	nm0000385	actor		"[""Calvin Barr""]"
tt7042862	3	nm2636108	actor		"[""Calvin Barr""]"
tt7042862	8	nm1031246	producer	producer	
tt7043012	10	nm0319673	editor		
tt7043012	1	nm0350453	actor		"[""Morf Vandewalt""]"
tt7043012	2	nm0000623	actor		"[""Rhodora Haze""]"
tt7043012	3	nm1534698	actor		"[""Josephina""]"
tt7043012	4	nm0836432	actor		"[""Jon Dondon""]"
tt7043012	5	nm0319659	director		
tt7043012	7	nm0001937	composer		
tt7043012	8	nm0761486	composer		
tt7043012	9	nm0005696	cinematographer	director of photography	
tt7049542	1	nm1754366	actor		"[""Elizabeth""]"
tt7049542	2	nm0000130	actor		"[""Rachel""]"
tt7049542	4	nm0241759	actor		"[""Willa""]"
tt7052244	10	nm1676334	editor		
tt7052244	2	nm0000306	actor		"[""Friar Tuck""]"
tt7052244	3	nm3964231	actor		"[""Thomas""]"
tt7052244	4	nm1496173	actor		"[""Green""]"
tt7052494	1	nm0000237	actor		"[""Sam Munroe""]"
tt7052494	2	nm0005510	actor		"[""Becca""]"
tt7052494	3	nm4514519	actor		"[""Cam""]"
tt7052494	4	nm3065809	actor		"[""Cindy""]"
tt7059844	10	nm0451170	producer	producer	
tt7059844	1	nm0006795	actor		"[""Inspector Chulbul Pandey""]"
tt7059844	2	nm1679372	actor		"[""Balli Singh""]"
tt7059844	3	nm3848064	actor		"[""Rajjo Pandey""]"
tt7059844	4	nm10994971	actor		"[""Khushi""]"
tt7059844	5	nm0222150	director		
tt7059844	9	nm2365760	producer	producer	
tt7066030	1	nm3367906	actor		"[""Rusha""]"
tt7066030	6	nm3359107	writer		
tt7068818	1	nm0769590	actor		"[""Brandy""]"
tt7068818	5	nm2124081	producer	producer	
tt7068818	8	nm1046893	cinematographer		
tt7069210	10	nm0755911	producer	producer	
tt7069210	1	nm0933940	actor		"[""Ed Warren""]"
tt7069210	2	nm0267812	actor		"[""Lorraine Warren""]"
tt7069210	3	nm4754741	actor		"[""Arne Cheyenne Johnson""]"
tt7069210	4	nm7511512	actor		"[""Debbie Glatzel""]"
tt7069210	7	nm1490123	writer	story by	
tt7069210	8	nm0370937	writer	based on characters created by	
tt7069210	9	nm0370928	writer	based on characters created by	
tt7074886	10	nm1387379	composer		
tt7074886	1	nm0413168	actor		"[""Gary Hart""]"
tt7074886	2	nm0267812	actor		"[""Lee Hart""]"
tt7074886	3	nm0799777	actor		"[""Bill Dixon""]"
tt7074886	4	nm1975628	actor		"[""Billy Shore""]"
tt7074886	5	nm0718646	director		
tt7074886	6	nm2741096	writer	written by	
tt7080422	10	nm2031047	composer		
tt7080422	1	nm1032473	actor		"[""Firedrake""]"
tt7080422	2	nm0428065	actor		"[""Sorrell""]"
tt7080422	3	nm0383603	actor		"[""Ben""]"
tt7080422	4	nm0001772	actor		"[""Nettlebrand""]"
tt7080422	6	nm1751315	writer	based on the book by	
tt7080422	8	nm0073316	producer	producer	
tt7080422	9	nm0006905	producer	producer	
tt7080676	1	nm0149837	actor		
tt7080676	2	nm2270922	actor		
tt7080676	3	nm0154164	actor		
tt7083526	1	nm8180159	actor		"[""John Smith""]"
tt7083526	2	nm0333410	actor		"[""Pastor Jason Noble""]"
tt7083526	3	nm0176164	actor		"[""Neighbor Lady""]"
tt7083526	4	nm0371660	actor		"[""Dr. Garrett""]"
tt7083526	9	nm0953616	composer		
tt7087210	2	nm4369276	actor		"[""Dote""]"
tt7087210	3	nm0068260	actor		"[""Jarhead Earl""]"
tt7087210	4	nm0115152	actor		"[""McGill""]"
tt7090140	1	nm0001772	actor		"[""Henry Cole""]"
tt7090140	2	nm0005017	actor		"[""Helen Morrison""]"
tt7090140	3	nm0002064	actor		"[""Paul""]"
tt7090140	4	nm0310039	actor		"[""Felix""]"
tt7090140	9	nm0240338	cinematographer	director of photography	
tt7093384	1	nm0000161	self		"[""Self""]"
tt7093384	2	nm0000608	self		"[""Self""]"
tt7094374	1	nm0956526	actor		"[""Sarah""]"
tt7094374	3	nm0000105	actor		"[""Emma""]"
tt7094374	4	nm0936403	actor		"[""Michael""]"
tt7094374	8	nm1703899	composer		
tt7097896	1	nm0362766	actor		"[""Eddie Brock"",""Venom""]"
tt7097896	2	nm0000437	actor		"[""Cletus Kasady"",""Carnage""]"
tt7097896	3	nm0931329	actor		"[""Anne Weying""]"
tt7097896	4	nm0365140	actor		"[""Frances Barrison"",""Shriek""]"
tt7097896	5	nm0785227	director		
tt7097896	6	nm0545150	writer	screenplay by	
tt7097896	7	nm0032696	producer	producer	
tt7097896	8	nm0404446	producer	producer	
tt7097896	9	nm1166871	producer	producer	
tt7098658	10	nm0424103	producer	producer	
tt7098658	1	nm1017633	actor		"[""Sehmat Khan""]"
tt7098658	2	nm5817249	actor		"[""Iqbal Syed""]"
tt7098658	3	nm0438496	actor		"[""Hidayat Khan""]"
tt7098658	5	nm1126068	director		
tt7099280	1	nm1502434	actor		"[""Nick Mikkelsen""]"
tt7099280	2	nm2951768	actor		"[""Alex Leslie""]"
tt7099280	3	nm7248827	actor		"[""Janine Mikkelsen""]"
tt7099280	4	nm0089217	actor		"[""Tommy Hambleton""]"
tt7099280	5	nm0725983	director		
tt7099280	6	nm0798844	writer	based on the short story by	
tt7104950	10	nm0000155	self		"[""Self - Actor & Television Personality""]"
tt7104950	1	nm0000638	self		"[""Self - Host""]"
tt7104950	2	nm0001774	self		"[""Self - Actor & Filmmaker""]"
tt7104950	9	nm0734472	archive_footage		"[""Self - Writer & Producer""]"
tt7112166	10	nm0847085	actor		"[""Cyborg""]"
tt7112166	1	nm1303233	actor		"[""Batman""]"
tt7112166	2	nm1904410	actor		"[""Joker""]"
tt7112166	4	nm0840720	actor		"[""Superman""]"
tt7112166	8	nm0559551	actor		"[""Wonder Woman""]"
tt7112166	9	nm0620657	actor		"[""Flash""]"
tt7117594	10	nm0005273	producer	producer	
tt7117594	1	nm2764022	actor		"[""Shmuel""]"
tt7117594	2	nm0000111	actor		"[""Albert""]"
tt7117594	9	nm0607865	producer	producer	
tt7126948	10	nm0746273	producer	producer	
tt7126948	1	nm2933757	actor		"[""Diana Prince""]"
tt7126948	2	nm1517976	actor		"[""Steve Trevor""]"
tt7126948	3	nm1325419	actor		"[""Barbara Minerva""]"
tt7126948	4	nm0050959	actor		"[""Maxwell Lord""]"
tt7126948	5	nm0420941	director		
tt7126948	6	nm0424315	writer	story by	
tt7131470	10	nm0003847	cinematographer		
tt7131470	1	nm0583292	actor		
tt7131470	2	nm0465901	actor		
tt7131622	1	nm0000138	actor		"[""Rick Dalton""]"
tt7131622	2	nm0000093	actor		"[""Cliff Booth""]"
tt7131622	3	nm3053338	actor		"[""Sharon Tate""]"
tt7131622	4	nm0386472	actor		"[""Jay Sebring""]"
tt7131622	5	nm0000233	director		
tt7131622	6	nm0382268	producer	producer	
tt7131622	8	nm0724744	cinematographer	director of photography	
tt7131622	9	nm0711235	editor		
tt7133686	1	nm1024677	actor		"[""Project 77""]"
tt7133686	2	nm2304722	actor		"[""Mai""]"
tt7133686	3	nm0837177	actor		"[""Justin Pin"",""Ares""]"
tt7133686	4	nm0671567	actor		"[""Momo""]"
tt7134096	10	nm0090312	cinematographer	director of photography	
tt7134096	1	nm0515116	actor		"[""Stephanie Patrick""]"
tt7134096	5	nm1543747	director		
tt7134096	7	nm0110483	producer	producer	
tt7134096	8	nm0933865	producer	producer	
tt7137380	1	nm0000173	actor		"[""Erin Bell""]"
tt7137380	2	nm1527905	actor		"[""Silas""]"
tt7137380	3	nm1137209	actor		"[""Petra""]"
tt7137380	4	nm1659221	actor		"[""Chris""]"
tt7137380	5	nm0476201	director		
tt7137380	7	nm0542062	writer	written by	
tt7137380	9	nm0788640	composer		
tt7139936	10	nm0520288	production_designer		
tt7139936	1	nm3154303	actor		"[""Gatsby""]"
tt7139936	2	nm1102577	actor		"[""Ashleigh""]"
tt7139936	3	nm0000630	actor		"[""Roland Pollard""]"
tt7139936	5	nm0000095	director		
tt7139936	7	nm0036981	producer	producer	
tt7139936	8	nm0005886	cinematographer		
tt7139936	9	nm0503429	editor		
tt7144666	1	nm9296746	actor		"[""Finney""]"
tt7144666	2	nm6421259	actor		"[""Gwen""]"
tt7144666	3	nm0000160	actor		"[""The Grabber""]"
tt7144666	4	nm0001111	actor		"[""Terrence""]"
tt7144666	5	nm0220600	director		
tt7144666	6	nm0454872	writer	based on the short story 'The Black Phone' by	
tt7144666	7	nm1803036	writer	screenplay by	
tt7144666	8	nm0089658	producer	producer	
tt7146812	10	nm0002217	composer		
tt7146812	1	nm4043618	actor		"[""Ian Lightfoot""]"
tt7146812	2	nm0695435	actor		"[""Barley Lightfoot""]"
tt7146812	3	nm0000506	actor		"[""Laurel Lightfoot""]"
tt7146812	4	nm0818055	actor		"[""The Manticore""]"
tt7146812	5	nm0768959	director		
tt7146812	9	nm0004582	composer		
tt7147268	2	nm1256435	actor		"[""Necdet'in Adami""]"
tt7147268	4	nm0059941	actor		"[""Yönetmen""]"
tt7147268	5	nm0015570	director		
tt7147268	6	nm1078142	producer	producer	
tt7147268	9	nm0462232	editor		
tt7148062	1	nm0432102	actor		"[""Ninna""]"
tt7148062	3	nm0304644	actor		"[""Morten""]"
tt7148062	4	nm0355227	actor		"[""Verner""]"
tt7148062	5	nm0943308	director		
tt7148062	8	nm0246984	composer		
tt7148062	9	nm0476331	cinematographer		
tt7149730	1	nm0182666	actor		"[""Rayburn""]"
tt7149730	3	nm4145157	actor		"[""Shorter Brother""]"
tt7149730	4	nm1834115	actor		"[""Gustafson""]"
tt7149730	8	nm1298270	composer		
tt7153134	1	nm0000174	actor		"[""Biden""]"
tt7153134	2	nm0000612	actor		"[""Christine""]"
tt7153134	3	nm1543157	actor		"[""Kate""]"
tt7153134	4	nm0000663	actor		"[""Ingrid""]"
tt7153134	5	nm5499331	director		
tt7156288	1	nm6774388	actor		"[""Mario"",""Bowser Jr.""]"
tt7156288	8	nm9072464	actor		"[""Waluigi""]"
tt7158430	10	nm1548770	composer		
tt7158430	1	nm0644406	actor		"[""Frank Fisher""]"
tt7158430	2	nm4169922	actor		"[""Sam Fisher""]"
tt7158430	3	nm0001100	actor		"[""Marianne Fisher""]"
tt7158430	4	nm0001057	actor		"[""Leslie""]"
tt7158430	5	nm1417640	director		
tt7158430	9	nm4930589	producer	producer	
tt7162758	1	nm0006763	actor		"[""Maj. Gen. Sagat Singh""]"
tt7162758	2	nm0992000	actor		"[""Lt. Col. Rai Singh Yadav""]"
tt7162758	3	nm1399243	actor		"[""Maj. Bishen Singh""]"
tt7162758	4	nm3073211	actor		"[""Capt. Prithvi Singh Dagar""]"
tt7162758	5	nm0244892	director		
tt7162758	9	nm0006182	composer		
tt7167630	1	nm0339304	actor		"[""Batman"",""Bruce Wayne""]"
tt7167630	2	nm1358539	actor		"[""Selina Kyle""]"
tt7167630	4	nm0224007	actor		"[""Chief Bullock"",""Big Bill Dust"",""Additional Voices""]"
tt7167630	7	nm9150568	writer	"graphic novel: ""Gotham by Gaslight"""	
tt7167630	8	nm0586005	writer	"graphic novel: ""Gotham by Gaslight"""	
tt7189390	1	nm0297880	actor		"[""Narration""]"
tt7189390	2	nm0945290	actor		"[""Narration""]"
tt7193362	3	nm0107493	self		"[""Self - Journalist""]"
tt7193362	9	nm1154632	composer		
tt7196012	1	nm0320514	self		"[""Self - Poet""]"
tt7196012	2	nm0378245	self		"[""Self - Reading Giovanni's Poems""]"
tt7196230	1	nm0000353	actor		"[""Narrator""]"
tt7196230	2	nm0001393	self		"[""Self""]"
tt7196230	3	nm0048273	self		"[""Self""]"
tt7196230	4	nm0000953	self		"[""Self""]"
tt7196230	6	nm0775742	writer	voice	
tt7207238	1	nm0328762	self		"[""Self""]"
tt7207238	2	nm0887361	archive_footage		"[""Self""]"
tt7207238	4	nm0605137	director		
tt7207238	5	nm1333357	producer	producer	
tt7207238	8	nm0001275	composer		
tt7207238	9	nm0475578	cinematographer		
tt7210256	10	nm0644835	actor		
tt7210256	2	nm3002430	actor		
tt7210256	3	nm1126340	actor		"[""Miyaji, Jun'ichi(younger)""]"
tt7210256	4	nm0443232	actor		
tt7210256	5	nm2930352	director		
tt7210256	6	nm1199553	self		"[""Self""]"
tt7210256	9	nm3825121	actor		"[""Kuwata, Keisuke(young)""]"
tt7212266	1	nm0714853	self		"[""Self""]"
tt7212266	2	nm0749263	self		"[""Self""]"
tt7212726	10	nm2260872	writer	dialogue	
tt7212726	1	nm3828984	actor		"[""Inspector Sangram Bhalerao a.k.a 'Simmba'""]"
tt7212726	2	nm9071083	actor		"[""Shagun Sathe""]"
tt7212726	3	nm1399243	actor		"[""Durva Yashwant Ranade""]"
tt7212726	4	nm0709359	actor		"[""Head-Constable Nityanand Mohile""]"
tt7212726	5	nm1460159	director		
tt7212726	6	nm0700872	writer	original story	
tt7213654	1	nm0601238	self		"[""Self""]"
tt7213654	3	nm0009190	self		"[""Self""]"
tt7213654	4	nm1080620	self		"[""Self""]"
tt7214762	10	nm0689874	editor		
tt7214762	1	nm0000120	self		"[""Self""]"
tt7214762	2	nm0000362	self		"[""Self""]"
tt7214762	3	nm0001232	self		"[""Self""]"
tt7214762	4	nm0094288	self		"[""Self""]"
tt7214762	5	nm0807687	director		
tt7214762	8	nm0005069	producer	producer	
tt7214954	1	nm8405300	actor		"[""Sam""]"
tt7214954	2	nm0670408	actor		"[""Bob""]"
tt7214954	3	nm0000404	actor		"[""Dragon""]"
tt7214954	4	nm0000155	actor		"[""Captain""]"
tt7216068	1	nm0000172	actor		"[""Billy""]"
tt7216068	3	nm5014360	actor		"[""Elise""]"
tt7216068	4	nm2553987	actor		"[""Ryan Hawkes""]"
tt7216068	5	nm2550041	director		
tt7216068	7	nm0006142	composer		
tt7216068	8	nm0534673	cinematographer		
tt7218518	1	nm0474774	actor		"[""Lakshmikant Chauhan""]"
tt7218518	2	nm2331000	actor		"[""Gayatri""]"
tt7218518	3	nm2128238	actor		"[""Pari Walia""]"
tt7218518	5	nm2669564	director		
tt7218518	6	nm1618886	writer		
tt7218518	8	nm11405540	producer	producer	
tt7218518	9	nm0007012	producer	producer	
tt7222598	3	nm8379541	actor		"[""Vidya""]"
tt7222598	4	nm1679372	actor		"[""Deepak Chakravarthy""]"
tt7225586	4	nm2321925	actor		"[""Mary and Mollie""]"
tt7225586	5	nm0584607	writer	screenplay	
tt7238390	1	nm0694893	actor		"[""Ramakrishnan""]"
tt7238390	2	nm0222150	actor		"[""Thirunavukkarasu""]"
tt7238390	4	nm1366317	actor		"[""Mythili""]"
tt7238390	6	nm2350892	cinematographer	director of photography	
tt7240204	2	nm2270922	actor		"[""Manoj""]"
tt7240204	3	nm0149846	actor		"[""Mamatadevi""]"
tt7240204	9	nm8805973	production_designer		
tt7248248	1	nm3478396	actor		"[""Red""]"
tt7248248	2	nm2400045	actor		"[""Chloe""]"
tt7248248	3	nm0000417	actor		"[""Luc""]"
tt7248248	5	nm0000812	director		
tt7248248	6	nm0138502	producer	producer	
tt7248248	7	nm0352820	producer	producer	
tt7252000	1	nm0024950	actor		"[""Chuma""]"
tt7252000	2	nm1328075	actor		"[""Steve""]"
tt7252000	4	nm6416860	actor		"[""Lizo""]"
tt7252000	9	nm0623540	cinematographer	director of photography	
tt7254046	1	nm0154653	actor		
tt7254046	2	nm0222150	actor		
tt7254046	4	nm0695177	actor		
tt7254046	5	nm1326366	director		
tt7255568	1	nm5899377	actor		"[""Rohan Sachdev""]"
tt7255568	2	nm9203528	actor		"[""Shreya Randhawa""]"
tt7255568	3	nm4445116	actor		"[""Mridula Chawla aka Mia""]"
tt7255568	4	nm1249077	actor		"[""Manav Randhawa""]"
tt7255568	7	nm0424103	writer	characters	
tt7255568	9	nm11405540	producer	producer	
tt7262882	10	nm0947447	producer	producer	
tt7262882	1	nm1018221	actor		"[""Cheung Tin-chi""]"
tt7262882	2	nm1176985	actor		"[""Owen Davidson""]"
tt7262882	3	nm0000706	actor		"[""Tso Ngan Kwan""]"
tt7262882	4	nm1388074	actor		"[""Sadi the Warrior""]"
tt7262882	5	nm0950759	director		
tt7262882	9	nm2260417	producer	producer	
tt7264080	1	nm0127373	actor		"[""Glen""]"
tt7264080	2	nm1631269	actor		"[""China""]"
tt7264080	3	nm0126284	actor		"[""Grace""]"
tt7264080	4	nm0206359	actor		"[""Ralph""]"
tt7275232	10	nm1513319	producer	producer	
tt7275232	1	nm3848064	actor		"[""Jeenal Patel""]"
tt7275232	2	nm4362492	actor		"[""Teji""]"
tt7275232	3	nm0424103	actor		"[""Karan"",""Arjun""]"
tt7275232	4	nm1069034	actor		"[""Sophia""]"
tt7278120	6	nm0666999	producer	producer	
tt7280898	1	nm0509264	actor		"[""Anders Behring Breivik""]"
tt7280898	3	nm0960276	actor		"[""Geir Lippestad""]"
tt7280898	4	nm2502851	actor		"[""Christin Kristoffersen""]"
tt7280898	5	nm0339030	director		
tt7280898	6	nm1519690	writer	"based upon the book ""One of Us"" by"	
tt7280898	8	nm0329084	producer	producer	
tt7280898	9	nm0748784	producer	producer	
tt7283064	10	nm4191232	writer	hindi dialogue	
tt7283064	1	nm0158112	actor		"[""Uyyalawada Narasimha Reddy""]"
tt7283064	2	nm0000821	actor		"[""Gosayi Venkanna""]"
tt7283064	3	nm1679372	actor		"[""Avuku Raju""]"
tt7283064	4	nm4043111	actor		"[""Raja Pandi""]"
tt7283064	5	nm2050878	director		
tt7283064	7	nm0664084	writer	story	
tt7283064	8	nm7339980	writer	dialogue	
tt7286456	10	nm0177896	producer	producer	
tt7286456	1	nm0001618	actor		"[""Arthur Fleck""]"
tt7286456	2	nm0000134	actor		"[""Murray Franklin""]"
tt7286456	3	nm5939164	actor		"[""Sophie Dumond""]"
tt7286456	4	nm0175814	actor		"[""Penny Fleck""]"
tt7286456	5	nm0680846	director		
tt7286456	9	nm1047603	writer	based on characters created by	
tt7295450	1	nm0000115	actor		"[""Joe""]"
tt7295450	2	nm0004376	actor		"[""Julie""]"
tt7295450	3	nm3241414	actor		"[""Billie""]"
tt7295450	4	nm2372412	actor		"[""Mike""]"
tt7295450	8	nm1850657	composer	composer	
tt7297586	1	nm4028885	actor		"[""Richie""]"
tt7297586	3	nm7744845	actor		
tt7297586	4	nm0695177	actor		
tt7297586	7	nm7222223	producer	producer	
tt7311330	1	nm0001803	actor		"[""Marco""]"
tt7311330	2	nm2855957	actor		"[""Jo""]"
tt7311330	3	nm0182661	actor		"[""Archbishop Norman""]"
tt7311330	8	nm1065316	producer	producer	
tt7313348	1	nm1469236	actor		"[""Hope""]"
tt7313348	2	nm3239803	actor		"[""Dilly""]"
tt7313348	3	nm2129444	actor		"[""Mara""]"
tt7313348	4	nm0300712	actor		"[""Zeke""]"
tt7313348	7	nm0124930	producer	producer	
tt7313348	8	nm0303010	producer	producer	
tt7315484	1	nm0001804	actor		"[""Hugh Andrews""]"
tt7315484	2	nm2215143	actor		"[""Ally Andrews""]"
tt7315484	3	nm0001584	actor		"[""Kelly Andrews""]"
tt7315484	4	nm0873693	actor		"[""Lynn""]"
tt7315484	5	nm0502954	director		
tt7315484	6	nm1139317	writer	screenplay by	
tt7315484	7	nm0886749	writer	screenplay by	
tt7317482	1	nm0792911	actor		"[""Sarkar""]"
tt7317482	2	nm1679372	actor		"[""Krishna aka Kichcha""]"
tt7317482	3	nm5091766	actor		"[""Rukmini""]"
tt7317482	4	nm0839820	actor		"[""Raja Rana Pratap Singh""]"
tt7317482	6	nm10357287	writer	co-writer	
tt7319496	10	nm0362473	cinematographer		
tt7319496	1	nm0001745	actor		"[""Trond""]"
tt7319496	2	nm0282463	actor		"[""Lars Haug""]"
tt7319496	4	nm4083737	actor		"[""Trond's father""]"
tt7319496	5	nm0596407	director		
tt7319496	9	nm5226720	composer		
tt7322224	1	nm4528025	actor		"[""Yaya""]"
tt7322224	2	nm6170168	actor		"[""Carl""]"
tt7322224	3	nm0000437	actor		"[""The Captain""]"
tt7322224	4	nm0121519	actor		"[""Dimitry""]"
tt7322224	5	nm1128037	director		
tt7322224	8	nm1234876	cinematographer	director of photography	
tt7331424	1	nm0001803	actor		"[""Santo Ariza""]"
tt7331424	2	nm0184392	actor		"[""Mike Calderon""]"
tt7331424	3	nm0218318	actor		"[""Frank Harris""]"
tt7331424	4	nm0878597	actor		"[""Alicia Stone""]"
tt7335600	1	nm0947447	actor		"[""Fallon Zhu""]"
tt7335600	2	nm1111953	actor		"[""Chloe Song""]"
tt7335600	3	nm0594909	actor		"[""Charisma""]"
tt7335600	4	nm0939147	actor		"[""Thor""]"
tt7336572	1	nm0947447	actor		"[""Henry Chen""]"
tt7336572	2	nm2063265	actor		"[""Miss Liang""]"
tt7339248	1	nm0251986	actor		"[""Casey""]"
tt7339248	2	nm0005273	actor		"[""Sensei""]"
tt7339248	3	nm1782299	actor		"[""Anna""]"
tt7339248	5	nm2720681	director		
tt7349662	10	nm0089658	producer	producer	
tt7349662	1	nm0913475	actor		"[""Ron Stallworth""]"
tt7349662	2	nm3485845	actor		"[""Flip Zimmerman""]"
tt7349662	3	nm5637553	actor		"[""Patrice Dumas""]"
tt7349662	4	nm0333410	actor		"[""David Duke""]"
tt7349662	5	nm0000490	director		
tt7349910	10	nm1075295	writer	written by	
tt7349910	1	nm0000620	actor		"[""Projectionist (segment \""The Projectionist\"")""]"
tt7349910	4	nm0001939	actor		"[""Father Benedict (segments \""The Projectionist\"" & \""Mashit\"")""]"
tt7349910	5	nm1486025	director		
tt7349910	6	nm0001102	director		
tt7349910	7	nm0308376	director		
tt7349910	8	nm0457565	director		
tt7349910	9	nm1720541	director		
tt7349950	1	nm1567113	actor		"[""Beverly Marsh""]"
tt7349950	2	nm0564215	actor		"[""Bill Denbrough""]"
tt7349950	3	nm0352778	actor		"[""Richie Tozier""]"
